"2016/11/28","768.2400","2177039.0000","760.0000","779.5300","759.8000"
"2015/11/27","750.2600","838528.0000","748.4600","753.4100","747.4900"
"2015/11/25","748.1500","1122224.0000","748.1400","752.0000","746.0600"
"2015/11/24","748.2800","2333700.0000","752.0000","755.2790","737.6300"
"2015/11/23","755.9800","1414640.0000","757.4500","762.7075","751.8200"
"2015/11/20","756.6000","2212934.0000","746.5300","757.9200","743.0000"
"2015/11/19","738.4100","1327265.0000","738.7400","742.0000","737.4300"
"2015/11/18","740.0000","1683978.0000","727.5800","741.4100","727.0000"
"2015/11/17","725.3000","1507449.0000","729.2900","731.8450","723.0270"
"2015/11/16","728.9600","1904395.0000","715.6000","729.4900","711.3300"
"2015/11/13","717.0000","2072392.0000","729.1700","731.1500","716.7300"
"2015/11/12","731.2300","1836567.0000","731.0000","737.8000","728.6450"
"2015/11/11","735.4000","1366611.0000","732.4600","741.0000","730.2300"
"2015/11/10","728.3200","1606499.0000","724.4000","730.5900","718.5001"
"2015/11/09","724.8900","2068920.0000","730.2000","734.7100","719.4300"
"2015/11/06","733.7600","1510586.0000","731.5000","735.4100","727.0100"
"2015/11/05","731.2500","1861100.0000","729.4700","739.4800","729.4700"
"2015/11/04","728.1100","1705745.0000","722.0000","733.1000","721.9000"
"2015/11/03","722.1600","1565355.0000","718.8600","724.6500","714.7200"
"2015/11/02","721.1100","1885155.0000","711.0600","721.6200","705.8500"
"2015/10/30","710.8100","1907732.0000","715.7300","718.0000","710.0500"
"2015/10/29","716.9200","1455508.0000","710.5000","718.2600","710.0100"
"2015/10/28","712.9500","2178841.0000","707.3300","712.9800","703.0800"
"2015/10/27","708.4900","2232183.0000","707.3800","713.6200","704.5500"
"2015/10/26","712.7800","2709292.0000","701.5500","719.1500","701.2600"
"2015/10/23","702.0000","6651909.0000","727.5000","730.0000","701.5000"
"2015/10/22","651.7900","3994360.0000","646.7000","657.8000","644.0100"
"2015/10/21","642.6100","1792869.0000","654.1500","655.8700","641.7300"
"2015/10/20","650.2800","2498077.0000","664.0400","664.7197","644.1950"
"2015/10/19","666.1000","1465691.0000","661.1800","666.8200","659.5800"
"2015/10/16","662.2000","1610712.0000","664.1100","664.9700","657.2000"
"2015/10/15","661.7400","1832832.0000","654.6600","663.1300","654.4600"
"2015/10/14","651.1600","1413798.0000","653.2100","659.3900","648.8500"
"2015/10/13","652.3000","1806003.0000","643.1500","657.8125","643.1500"
"2015/10/12","646.6700","1275565.0000","642.0900","648.5000","639.0100"
"2015/10/09","643.6100","1648656.0000","640.0000","645.9900","635.3180"
"2015/10/08","639.1600","2181990.0000","641.3600","644.4500","625.5600"
"2015/10/07","642.3600","2092536.0000","649.2400","650.6090","632.1500"
"2015/10/06","645.4400","2235078.0000","638.8400","649.2500","636.5295"
"2015/10/05","641.4700","1802263.0000","632.0000","643.0100","627.0000"
"2015/10/02","626.9100","2681241.0000","607.2000","627.3400","603.1300"
"2015/10/01","611.2900","1866223.0000","608.3700","612.0900","599.8500"
"2015/09/30","608.4200","2412754.0000","603.2800","608.7600","600.7300"
"2015/09/29","594.9700","2310065.0000","597.2800","605.0000","590.2200"
"2015/09/28","594.8900","3118693.0000","610.3400","614.6050","589.3800"
"2015/09/25","611.9700","2173134.0000","629.7700","629.7700","611.0000"
"2015/09/24","625.8000","2238097.0000","616.6400","627.3200","612.4000"
"2015/09/23","622.3600","1470633.0000","622.0500","628.9300","620.0000"
"2015/09/22","622.6900","2561551.0000","627.0000","627.5500","615.4300"
"2015/09/21","635.4400","1786543.0000","634.4000","636.4900","625.9400"
"2015/09/18","629.2500","5123314.0000","636.7900","640.0000","627.0200"
"2015/09/17","642.9000","2259404.0000","637.7900","650.9000","635.0200"
"2015/09/16","635.9800","1276250.0000","635.4700","637.9500","632.3200"
"2015/09/15","635.1400","2082426.0000","626.7000","638.7000","623.7800"
"2015/09/14","623.2400","1701618.0000","625.7000","625.8600","619.4300"
"2015/09/11","625.7700","1372803.0000","619.7500","625.7800","617.4200"
"2015/09/10","621.3500","1903334.0000","613.1000","624.1600","611.4300"
"2015/09/09","612.7200","1699686.0000","621.2200","626.5200","609.6000"
"2015/09/08","614.6600","2277487.0000","612.4900","616.3100","604.1200"
"2015/09/04","600.7000","2087028.0000","600.0000","603.4700","595.2500"
"2015/09/03","606.2500","1757851.0000","617.0000","619.7100","602.8213"
"2015/09/02","614.3400","2573982.0000","605.5900","614.3400","599.7100"
"2015/09/01","597.7900","3699844.0000","602.3600","612.8600","594.1000"
"2015/08/31","618.2500","2172168.0000","627.5400","635.8000","617.6800"
"2015/08/28","630.3800","1975818.0000","632.8200","636.8800","624.5600"
"2015/08/27","637.6100","3485906.0000","639.4000","643.5900","622.0000"
"2015/08/26","628.6200","4187276.0000","610.3500","631.7100","599.0500"
"2015/08/25","582.0600","3521916.0000","614.9100","617.4500","581.1100"
"2015/08/24","589.6100","5727282.0000","573.0000","614.0000","565.0500"
"2015/08/21","612.4800","4261666.0000","639.7800","640.0500","612.3300"
"2015/08/20","646.8300","2854028.0000","655.4600","662.9900","642.9000"
"2015/08/19","660.9000","2132265.0000","656.6000","667.0000","654.1900"
"2015/08/18","656.1300","1455664.0000","661.9000","664.0000","653.4600"
"2015/08/17","660.8700","1050553.0000","656.8000","661.3800","651.2400"
"2015/08/14","657.1200","1071333.0000","655.0100","659.8550","652.6600"
"2015/08/13","656.4500","1807182.0000","659.3230","664.5000","651.6610"
"2015/08/12","659.5600","2938651.0000","663.0800","665.0000","652.2900"
"2015/08/11","660.7800","5016425.0000","669.2000","674.9000","654.2700"
"2015/08/10","633.7300","1653836.0000","639.4800","643.4400","631.2490"
"2015/08/07","635.3000","1403441.0000","640.2300","642.6800","629.7100"
"2015/08/06","642.6800","1572150.0000","645.0000","645.3790","632.2500"
"2015/08/05","643.7800","2331720.0000","634.3300","647.8600","633.1600"
"2015/08/04","629.2500","1486858.0000","628.4200","634.8100","627.1600"
"2015/08/03","631.2100","1301439.0000","625.3400","633.0556","625.3400"
"2015/07/31","625.6100","1705286.0000","631.3800","632.9100","625.5000"
"2015/07/30","632.5900","1472286.0000","630.0000","635.2200","622.0500"
"2015/07/29","631.9300","1573146.0000","628.8000","633.3600","622.6500"
"2015/07/28","628.0000","1713684.0000","632.8300","632.8300","623.3100"
"2015/07/27","627.2600","2673801.0000","621.0000","634.3000","620.5000"
"2015/07/24","623.5600","3622089.0000","647.0000","648.1700","622.5200"
"2015/07/23","644.2800","3014035.0000","661.2700","663.6300","641.0000"
"2015/07/22","662.1000","3707818.0000","660.8900","678.6400","659.0000"
"2015/07/21","662.3000","3363342.0000","655.2100","673.0000","654.3000"
"2015/07/20","663.0200","5857092.0000","659.2400","668.8800","653.0100"
"2015/07/17","672.9300","11153500.0000","649.0000","674.4680","645.0000"
"2015/07/16","579.8500","4559712.0000","565.1200","580.6800","565.0000"
"2015/07/15","560.2200","1782264.0000","560.1300","566.5029","556.7900"
"2015/07/14","561.1000","3231284.0000","546.7600","565.8487","546.7100"
"2015/07/13","546.5500","2204610.0000","532.8800","547.1100","532.4001"
"2015/07/10","530.1300","1954951.0000","526.2900","532.5600","525.5500"
"2015/07/09","520.6800","1840155.0000","523.1200","523.7700","520.3500"
"2015/07/08","516.8300","1293372.0000","521.0500","522.7340","516.1100"
"2015/07/07","525.0200","1595672.0000","523.1300","526.1800","515.1800"
"2015/07/06","522.8600","1278587.0000","519.5000","525.2500","519.0000"
"2015/07/02","523.4000","1235773.0000","521.0800","524.6500","521.0800"
"2015/07/01","521.8400","1961197.0000","524.7300","525.6900","518.2305"
"2015/06/30","520.5100","2234284.0000","526.0200","526.2500","520.5000"
"2015/06/29","521.5200","1935361.0000","525.0100","528.6100","520.5400"
"2015/06/26","531.6900","2108629.0000","537.2600","537.7600","531.3500"
"2015/06/25","535.2300","1332412.0000","538.8700","540.9000","535.2300"
"2015/06/24","537.8400","1286576.0000","540.0000","540.0000","535.6600"
"2015/06/23","540.4800","1196115.0000","539.6400","541.4990","535.2500"
"2015/06/22","538.1900","1243535.0000","539.5900","543.7400","537.5300"
"2015/06/19","536.6900","1890916.0000","537.2100","538.2500","533.0100"
"2015/06/18","536.7300","1832450.0000","531.0000","538.1500","530.7900"
"2015/06/17","529.2600","1269113.0000","529.3700","530.9800","525.1000"
"2015/06/16","528.1500","1071728.0000","528.4000","529.6399","525.5600"
"2015/06/15","527.2000","1632675.0000","528.0000","528.3000","524.0000"
"2015/06/12","532.3300","955489.0000","531.6000","533.1200","530.1600"
"2015/06/11","534.6100","1208632.0000","538.4250","538.9800","533.0200"
"2015/06/10","536.6900","1813775.0000","529.3600","538.3600","529.3500"
"2015/06/09","526.6900","1454172.0000","527.5600","529.2000","523.0100"
"2015/06/08","526.8300","1523960.0000","533.3100","534.1200","526.2400"
"2015/06/05","533.3300","1375008.0000","536.3500","537.2000","532.5200"
"2015/06/04","536.7000","1346044.0000","537.7600","540.5900","534.3200"
"2015/06/03","540.3100","1716836.0000","539.9100","543.5000","537.1100"
"2015/06/02","539.1800","1936721.0000","532.9300","543.0000","531.3300"
"2015/06/01","533.9900","1900257.0000","536.7900","536.7900","529.7600"
"2015/05/29","532.1100","2590445.0000","537.3700","538.6300","531.4500"
"2015/05/28","539.7800","1029764.0000","538.0100","540.6100","536.2500"
"2015/05/27","539.7900","1524783.0000","532.8000","540.5500","531.7100"
"2015/05/26","532.3200","2404462.0000","538.1200","539.0000","529.8800"
"2015/05/22","540.1100","1175065.0000","540.1500","544.1900","539.5100"
"2015/05/21","542.5100","1461431.0000","537.9500","543.8399","535.9800"
"2015/05/20","539.2700","1430565.0000","538.4900","542.9200","532.9720"
"2015/05/19","537.3600","1964037.0000","533.9800","540.6600","533.0400"
"2015/05/18","532.3000","2001117.0000","532.0100","534.8200","528.8500"
"2015/05/15","533.8500","1965088.0000","539.1800","539.2743","530.3800"
"2015/05/14","538.4000","1401005.0000","533.7700","539.0000","532.4100"
"2015/05/13","529.6200","1253005.0000","530.5600","534.3215","528.6550"
"2015/05/12","529.0400","1633180.0000","531.6000","533.2089","525.2600"
"2015/05/11","535.7000","904465.0000","538.3700","541.9800","535.4000"
"2015/05/08","538.2200","1527181.0000","536.6500","541.1500","536.0000"
"2015/05/07","530.7000","1543986.0000","523.9900","533.4600","521.7500"
"2015/05/06","524.2200","1566865.0000","531.2400","532.3800","521.0850"
"2015/05/05","530.8000","1380519.0000","538.2100","539.7400","530.3906"
"2015/05/04","540.7800","1303830.0000","538.5300","544.0700","535.0600"
"2015/05/01","537.9000","1758085.0000","538.4300","539.5400","532.1000"
"2015/04/30","537.3400","2080834.0000","547.8700","548.5900","535.0500"
"2015/04/29","549.0800","1696886.0000","550.4700","553.6800","546.9050"
"2015/04/28","553.6800","1490735.0000","554.6400","556.0200","550.3660"
"2015/04/27","555.3700","2390696.0000","563.3900","565.9500","553.2001"
"2015/04/24","565.0600","4916008.0000","566.1000","571.1400","557.2500"
"2015/04/23","547.0000","4129218.0000","541.0000","550.9600","540.2300"
"2015/04/22","539.3650","1582956.0000","534.4000","541.0800","531.7500"
"2015/04/21","533.9700","1838719.0000","537.5100","539.3900","533.6750"
"2015/04/20","535.3800","1674958.0000","525.6000","536.0900","524.5000"
"2015/04/17","524.0500","2143872.0000","528.6600","529.8400","521.0100"
"2015/04/16","533.8000","1293690.0000","529.9000","535.5900","529.6100"
"2015/04/15","532.5300","2305585.0000","528.7000","534.7300","523.2200"
"2015/04/14","530.3900","2590747.0000","536.2500","537.5699","528.0925"
"2015/04/13","539.1700","1640741.0000","538.4100","544.0600","537.3100"
"2015/04/10","540.0100","1405136.0000","542.2900","542.2900","537.3100"
"2015/04/09","540.7800","1551831.0000","541.0300","541.9500","535.4900"
"2015/04/08","541.6100","1171860.0000","538.3800","543.8500","538.3800"
"2015/04/07","537.0200","1299253.0000","538.0800","542.6900","536.0000"
"2015/04/06","536.7650","1317628.0000","532.2200","538.4100","529.5700"
"2015/04/02","535.5300","1709833.0000","540.8500","540.8500","533.8467"
"2015/04/01","542.5600","1951319.0000","548.6000","551.1400","539.5000"
"2015/03/31","548.0000","1583330.0000","550.0000","554.7100","546.7200"
"2015/03/30","552.0300","1283210.0000","551.6200","553.4700","548.1700"
"2015/03/27","548.3400","1890816.0000","553.0000","555.2800","548.1300"
"2015/03/26","555.1700","1565551.0000","557.5900","558.9000","550.6500"
"2015/03/25","558.7850","2144268.0000","570.5000","572.2600","558.7400"
"2015/03/24","570.1900","2573339.0000","562.5600","574.5900","561.2100"
"2015/03/23","558.8100","1639186.0000","560.4300","562.3600","555.8300"
"2015/03/20","560.3600","2607253.0000","561.6500","561.7200","559.0500"
"2015/03/19","557.9900","1192429.0000","559.3900","560.8000","556.1450"
"2015/03/18","559.5000","2125596.0000","552.5000","559.7800","547.0001"
"2015/03/17","550.8400","1800550.0000","551.7100","553.8000","548.0000"
"2015/03/16","554.5100","1636083.0000","550.9500","556.8500","546.0000"
"2015/03/13","547.3200","1697602.0000","553.5000","558.4000","544.2200"
"2015/03/12","555.5100","1385657.0000","553.5100","556.3700","550.4600"
"2015/03/11","551.1800","1815503.0000","555.1400","558.1400","550.6800"
"2015/03/10","555.0100","1785438.0000","564.2500","564.8500","554.7300"
"2015/03/09","568.8500","1059336.0000","566.8600","570.2700","563.5350"
"2015/03/06","567.6850","1647702.0000","574.8800","576.6799","566.7600"
"2015/03/05","575.3300","1385303.0000","575.0200","577.9100","573.4100"
"2015/03/04","573.3700","1869830.0000","571.8700","577.1100","568.0100"
"2015/03/03","573.6400","1696631.0000","570.4500","575.3900","566.5200"
"2015/03/02","571.3400","2121542.0000","560.5300","572.1500","558.7500"
"2015/02/27","558.4000","2402191.0000","554.2400","564.7100","552.9000"
"2015/02/26","555.4800","2303785.0000","543.2100","556.1400","541.5000"
"2015/02/25","543.8700","1820199.0000","535.9000","546.2200","535.4450"
"2015/02/24","536.0900","1002313.0000","530.0000","536.7900","528.2500"
"2015/02/23","531.9100","1453049.0000","536.0500","536.4390","529.4100"
"2015/02/20","538.9500","1441147.0000","543.1300","543.7500","535.8000"
"2015/02/19","542.8700","986623.0000","538.0400","543.1100","538.0100"
"2015/02/18","539.7000","1448453.0000","541.4000","545.4900","537.5100"
"2015/02/17","542.8400","1609871.0000","546.8300","550.0000","541.0900"
"2015/02/13","549.0100","1876720.0000","543.3500","549.9100","543.1300"
"2015/02/12","542.9300","1612310.0000","537.2500","544.8200","534.6730"
"2015/02/11","535.9700","1372342.0000","535.3000","538.4500","533.3775"
"2015/02/10","536.9400","1744529.0000","529.3000","537.7000","526.9200"
"2015/02/09","527.8300","1263243.0000","528.0000","532.0000","526.0200"
"2015/02/06","531.0000","1758422.0000","527.6400","537.2000","526.4100"
"2015/02/05","527.5800","1843714.0000","523.7900","528.5000","522.0900"
"2015/02/04","522.7600","1657900.0000","529.2400","532.6715","521.2700"
"2015/02/03","529.2400","2032952.0000","528.0000","533.4000","523.2600"
"2015/02/02","528.4800","2836638.0000","531.7300","533.0000","518.5500"
"2015/01/30","534.5200","5588904.0000","515.8600","539.8700","515.5200"
"2015/01/29","510.6600","4105168.0000","511.0000","511.0900","501.2000"
"2015/01/28","510.0000","1677083.0000","522.7800","522.9900","510.0000"
"2015/01/27","518.6300","1897347.0000","529.9700","530.7000","518.1900"
"2015/01/26","535.2100","1538786.0000","538.5300","539.0000","529.6700"
"2015/01/23","539.9500","2272098.0000","535.5900","542.1700","533.0000"
"2015/01/22","534.3900","2662154.0000","521.4800","536.3300","519.7000"
"2015/01/21","518.0400","2259477.0000","507.2500","519.2800","506.2000"
"2015/01/20","506.9000","2222805.0000","511.0000","512.5000","506.0160"
"2015/01/16","508.0800","2291530.0000","500.0100","508.1900","500.0000"
"2015/01/15","501.7900","2710022.0000","505.5700","505.6800","497.7600"
"2015/01/14","500.8700","2210623.0000","494.6500","503.2300","493.0000"
"2015/01/13","496.1800","2365612.0000","498.8400","502.9800","492.3900"
"2015/01/12","492.5500","2317278.0000","494.9400","495.9760","487.5600"
"2015/01/09","496.1700","2063743.0000","504.7600","504.9200","494.7900"
"2015/01/08","502.6800","3341935.0000","497.9900","503.4800","491.0000"
"2015/01/07","501.1000","2053750.0000","507.0000","507.2440","499.6500"
"2015/01/06","501.9600","2884479.0000","515.0000","516.1750","501.0500"
"2015/01/05","513.8700","2049303.0000","523.2600","524.3300","513.0600"
"2015/01/02","524.8100","1444809.0000","529.0100","531.2700","524.1000"
"2014/12/31","526.4000","1367110.0000","531.2500","532.6000","525.8000"
"2014/12/30","530.4200","873644.0000","528.0900","531.1500","527.1300"
"2014/12/29","530.3300","2275392.0000","532.1900","535.4800","530.0110"
"2014/12/26","534.0300","1037486.0000","528.7700","534.2500","527.3100"
"2014/12/24","528.7700","704035.0000","530.5100","531.7590","527.0200"
"2014/12/23","530.5900","2190993.0000","527.0000","534.5600","526.2900"
"2014/12/22","524.8700","2722210.0000","516.0800","526.4600","516.0800"
"2014/12/19","516.3500","3611980.0000","511.5100","517.7200","506.9106"
"2014/12/18","511.1000","2910920.0000","512.9500","513.8700","504.7000"
"2014/12/17","504.8900","2873600.0000","497.0000","507.0000","496.8100"
"2014/12/16","495.3900","3946450.0000","511.5600","513.0500","489.0000"
"2014/12/15","513.8000","2806300.0000","522.7400","523.1000","513.2700"
"2014/12/12","518.6600","1982666.0000","523.5100","528.5000","518.6600"
"2014/12/11","528.3400","1606381.0000","527.8000","533.9200","527.1000"
"2014/12/10","526.0600","1716284.0000","533.0800","536.3300","525.5600"
"2014/12/09","533.3700","1866851.0000","522.1400","534.1900","520.5000"
"2014/12/08","526.9800","2324883.0000","527.1300","531.0000","523.7900"
"2014/12/05","525.2600","2555642.0000","531.0000","532.8900","524.2800"
"2014/12/04","537.3100","1389395.0000","531.1600","537.3400","528.5900"
"2014/12/03","531.3200","1278091.0000","531.4400","535.9960","529.2600"
"2014/12/02","533.7500","1521775.0000","533.5100","535.5000","529.8000"
"2014/12/01","533.8000","2106865.0000","538.9000","541.4100","531.8600"
"2014/11/28","541.8300","1145231.0000","540.6200","542.0000","536.6000"
